	Date	Open*	High	Low	Close**	Volume	Market Cap
90	2018-01-01	14112.2	14112.2	13154.7	13657.2	10291200000	236724797440
89	2018-01-02	13625.0	15444.6	13163.6	14982.1	16846600192	228578836480
88	2018-01-03	14978.2	15572.8	14844.5	15201.0	16871900160	251311702016
87	2018-01-04	15270.7	15739.7	14522.2	15599.2	21783199744	256250429440
86	2018-01-05	15477.2	17705.2	15202.8	17429.5	23840899072	259747708928
85	2018-01-06	17462.1	17712.4	16764.6	17527.0	18314600448	293090852864
84	2018-01-07	17527.3	17579.6	16087.7	16477.6	15866000384	294222364672
83	2018-01-08	16476.2	16537.9	14208.2	15170.1	18413899776	276611596288
82	2018-01-09	15123.7	15497.5	14424.0	14595.4	16659999744	253935419392
81	2018-01-10	14588.5	14973.3	13691.2	14973.3	18500800512	244980531200
80	2018-01-11	14968.2	15018.8	13105.9	13405.8	16534099968	251387068416
79	2018-01-12	13453.9	14229.9	13158.1	13980.6	12065699840	225986084864
78	2018-01-13	13952.4	14659.5	13952.4	14360.2	12763599872	234391027712
77	2018-01-14	14370.8	14511.8	13268.0	13772.0	11084099584	241446797312
76	2018-01-15	13767.3	14445.5	13641.7	13819.8	12750799872	231334150144
75	2018-01-16	13836.1	13843.1	10194.9	11490.5	18853799936	232517451776
74	2018-01-17	11431.1	11678.0	9402.29	11188.6	18830600192	192123404288
73	2018-01-18	11198.8	12107.3	10942.5	11474.9	15020399616	188241526784
72	2018-01-19	11429.8	11992.8	11172.1	11607.4	10740400128	192149700608
71	2018-01-20	11656.2	13103.0	11656.2	12899.2	11801700352	195978788864
70	2018-01-21	12889.2	12895.9	11288.2	11600.1	9935179776	216740282368
69	2018-01-22	11633.1	11966.4	10240.2	10931.4	10537400320	195644588032
68	2018-01-23	10944.5	11377.6	10129.7	10868.4	9660609536	184087085056
67	2018-01-24	10903.4	11501.4	10639.8	11359.4	9940989952	183418601472
66	2018-01-25	11421.7	11785.7	11057.4	11259.4	8873169920	192162840576
65	2018-01-26	11256.0	11656.7	10470.3	11171.4	9746199552	189397811200
64	2018-01-27	11174.9	11614.9	10989.2	11440.7	7583269888	188054274048
63	2018-01-28	11475.3	12040.3	11475.3	11786.3	8350360064	193133117440
62	2018-01-29	11755.5	11875.6	11179.2	11296.4	7107359744	197870944256
61	2018-01-30	11306.8	11307.2	10036.2	10106.3	8637859840	190339072000
60	2018-01-31	10108.2	10381.6	9777.42	10221.1	8041160192	170183426048
59	2018-02-01	10237.3	10288.8	8812.28	9170.54	9959400448	172372410368
58	2018-02-02	9142.28	9142.28	7796.49	8830.75	12726899712	153952600064
57	2018-02-03	8852.12	9430.75	8251.63	9174.91	7263790080	149085257728
56	2018-02-04	9175.7	9334.87	8031.22	8277.01	7073549824	154553286656
55	2018-02-05	8270.54	8364.84	6756.68	6955.27	9285289984	139324735488
54	2018-02-06	7051.75	7850.7	6048.26	7754.0	13999800320	118809837568
53	2018-02-07	7755.49	8509.11	7236.79	7621.3	9169280000	130683248640
52	2018-02-08	7637.86	8558.77	7637.86	8265.59	9346750464	128714047488
51	2018-02-09	8271.84	8736.98	7884.71	8736.98	6784820224	139411996672
50	2018-02-10	8720.08	9122.55	8295.47	8621.9	7780960256	146981191680
49	2018-02-11	8616.13	8616.13	7931.1	8129.97	6122189824	145244585984
48	2018-02-12	8141.43	8985.92	8141.43	8926.57	6256439808	137257820160
47	2018-02-13	8926.72	8958.47	8455.41	8598.31	5696719872	150515712000
46	2018-02-14	8599.92	9518.54	8599.92	9494.63	7909819904	145023090688
45	2018-02-15	9488.32	10234.8	9395.58	10166.4	9062540288	160025198592
44	2018-02-16	10135.7	10324.1	9824.82	10233.9	7296159744	170960158720
43	2018-02-17	10207.5	11139.5	10149.4	11112.7	8660880384	172191072256
42	2018-02-18	11123.4	11349.8	10326.0	10551.8	8744009728	187662860288
41	2018-02-19	10552.6	11273.8	10513.2	11225.3	7652089856	178054987776
40	2018-02-20	11231.8	11958.5	11231.8	11403.7	9926540288	189535830016
39	2018-02-21	11372.2	11418.5	10479.1	10690.4	9405339648	191926796288
38	2018-02-22	10660.4	11039.1	9939.09	10005.0	8040079872	179936477184
37	2018-02-23	9937.07	10487.3	9734.56	10301.1	7739500032	167745568768
36	2018-02-24	10287.7	10597.2	9546.97	9813.07	6917929984	173682327552
35	2018-02-25	9796.42	9923.22	9407.06	9664.73	5706939904	165406720000
34	2018-02-26	9669.43	10475.0	9501.73	10366.7	7287690240	163283419136
33	2018-02-27	10393.9	10878.5	10246.1	10725.6	6966179840	175536128000
32	2018-02-28	10687.2	11089.8	10393.1	10397.9	6936189952	180509966336
31	2018-03-01	10385.0	11052.3	10352.7	10951.0	7317279744	175427076096
30	2018-03-02	10977.4	11189.0	10850.1	11086.4	7620590080	185456082944
29	2018-03-03	11101.9	11528.2	11002.4	11489.7	6690570240	187581399040
28	2018-03-04	11497.4	11512.6	11136.1	11512.6	6084149760	194289254400
27	2018-03-05	11532.4	11704.1	11443.9	11573.3	6468539904	194902605824
26	2018-03-06	11500.1	11500.1	10694.3	10779.9	6832169984	194378252288
25	2018-03-07	10803.9	10929.5	9692.12	9965.57	8797910016	182630825984
24	2018-03-08	9951.44	10147.4	9335.87	9395.01	7186089984	168240807936
23	2018-03-09	9414.69	9466.35	8513.03	9337.55	8704190464	159184977920
22	2018-03-10	9350.59	9531.32	8828.47	8866.0	5386319872	158118674432
21	2018-03-11	8852.78	9711.89	8607.12	9578.63	6296370176	149716271104
20	2018-03-12	9602.93	9937.5	8956.43	9205.12	6457399808	162420637696
19	2018-03-13	9173.04	9470.38	8958.19	9194.85	5991139840	155168309248
18	2018-03-14	9214.65	9355.85	8068.59	8269.81	6438230016	155890532352
17	2018-03-15	8290.76	8428.35	7783.05	8300.86	6834429952	140275318784
16	2018-03-16	8322.91	8585.15	8005.31	8338.35	5289379840	140833898496
15	2018-03-17	8321.91	8346.53	7812.82	7916.88	4426149888	140833521664
14	2018-03-18	7890.52	8245.51	7397.99	8223.68	6639190016	133547311104
13	2018-03-19	8344.12	8675.87	8182.4	8630.65	6729110016	141240451072
12	2018-03-20	8619.67	9051.02	8389.89	8913.47	6361789952	145921605632
11	2018-03-21	8937.48	9177.37	8846.33	8929.28	6043129856	151315972096
10	2018-03-22	8939.44	9100.71	8564.9	8728.47	5530390016	151365943296
9	2018-03-23	8736.25	8879.62	8360.62	8879.62	5954120192	147940982784
8	2018-03-24	8901.95	8996.18	8665.7	8668.12	5664600064	150761701376
7	2018-03-25	8612.81	8682.01	8449.1	8495.78	4569880064	145881972736
6	2018-03-26	8498.47	8530.08	7921.43	8209.4	5921039872	143959785472
5	2018-03-27	8200.0	8232.78	7797.28	7833.04	5378250240	138918920192
4	2018-03-28	7836.83	8122.89	7809.17	7954.48	4935289856	132781244416
3	2018-03-29	7979.07	7994.33	7081.38	7165.7	6361229824	135204954112
2	2018-03-30	7171.45	7276.66	6683.93	6890.52	6289509888	121533513728
1	2018-03-31	6892.48	7207.85	6863.52	6973.53	4553269760	116819845120
0	2018-04-01	7003.06	7060.95	6526.87	6844.23	4532100096	118705192960
